step,alteration,octave,pitch,type,duration,measureCount,voice
F,,4,F4,half,2.0,0,1329831425024
F,,4,F4,whole,4.0,1,1329831425024
F,,4,F4,half,2.0,1,1329831425024
A,,4,A4,whole,4.0,1,1329831425024
F,,4,F4,half,2.0,1,1329831425024
A,,4,A4,whole,4.0,2,1329831425024
B,-1,4,B[-1]4,half,2.0,2,1329831425024
C,,5,C5,whole,4.0,2,1329831425024
C,,5,C5,half,2.0,2,1329831425024
A,,4,A4,whole,4.0,3,1329831425024
D,,5,D5,half,2.0,3,1329831425024
C,,5,C5,whole,4.0,3,1329831425024
B,-1,4,B[-1]4,half,2.0,3,1329831425024
A,,4,A4,half,2.0,4,1329831425024
G,,4,G4,quarter,1.0,4,1329831425024
F,,4,F4,quarter,1.0,4,1329831425024
G,,4,G4,half,2.0,4,1329831425024
F,,4,F4,whole,4.0,4,1329831425024
F,,4,F4,half,2.0,4,1329831425024
F,,4,F4,whole,4.0,5,1329831425024
F,,4,F4,half,2.0,5,1329831425024
A,,4,A4,whole,4.0,5,1329831425024
F,,4,F4,half,2.0,5,1329831425024
A,,4,A4,whole,4.0,6,1329831425024
B,-1,4,B[-1]4,half,2.0,6,1329831425024
C,,5,C5,whole,4.0,6,1329831425024
C,,5,C5,half,2.0,6,1329831425024
A,,4,A4,whole,4.0,7,1329831425024
D,,5,D5,half,2.0,7,1329831425024
C,,5,C5,whole,4.0,7,1329831425024
B,-1,4,B[-1]4,half,2.0,7,1329831425024
A,,4,A4,half,2.0,8,1329831425024
G,,4,G4,quarter,1.0,8,1329831425024
F,,4,F4,quarter,1.0,8,1329831425024
G,,4,G4,half,2.0,8,1329831425024
F,,4,F4,whole,4.0,8,1329831425024
F,,4,F4,half,2.0,8,1329831425024
A,,4,A4,whole,4.0,9,1329831425024
A,,4,A4,half,2.0,9,1329831425024
G,,4,G4,half,3.0,9,1329831425024
A,,4,A4,quarter,1.0,9,1329831425024
B,-1,4,B[-1]4,half,2.0,9,1329831425024
C,,5,C5,whole,4.0,10,1329831425024
B,-1,4,B[-1]4,half,2.0,10,1329831425024
C,,5,C5,whole,4.0,10,1329831425024
C,,5,C5,half,2.0,10,1329831425024
C,,5,C5,whole,4.0,11,1329831425024
C,,5,C5,half,2.0,11,1329831425024
D,,5,D5,whole,4.0,11,1329831425024
D,,5,D5,half,2.0,11,1329831425024
C,,5,C5,half,2.0,12,1329831425024
B,-1,4,B[-1]4,quarter,1.0,12,1329831425024
A,,4,A4,quarter,1.0,12,1329831425024
B,-1,4,B[-1]4,half,2.0,12,1329831425024
A,,4,A4,whole,4.0,12,1329831425024
A,,4,A4,half,2.0,12,1329831425024
A,,4,A4,whole,4.0,13,1329831425024
F,,4,F4,half,2.0,13,1329831425024
G,,4,G4,whole,4.0,13,1329831425024
C,,5,C5,half,2.0,13,1329831425024
D,,5,D5,whole,4.0,14,1329831425024
D,,5,D5,half,2.0,14,1329831425024
C,,5,C5,half,3.0,14,1329831425024
B,-1,4,B[-1]4,quarter,1.0,14,1329831425024
A,,4,A4,quarter,1.0,14,1329831425024
G,,4,G4,quarter,1.0,14,1329831425024
F,,4,F4,half,2.0,15,1329831425024
B,-1,4,B[-1]4,whole,4.0,15,1329831425024
A,,4,A4,half,2.0,15,1329831425024
G,,4,G4,whole,4.0,15,1329831425024
F,,4,F4,whole,6.0,16,1329831425024
F,,4,F4,whole,4.0,16,1329831425024
Rest,,,Rest,half,2.0,16,1329831425024
