step,alteration,octave,pitch,type,duration,measureCount,voice
F,,4,F4,half,2.0,0,1329830709472
C,,5,C5,whole,4.0,1,1329830709472
C,,5,C5,whole,4.0,1,1329830709472
D,,5,D5,whole,4.0,1,1329830709472
C,,5,C5,whole,4.0,1,1329830709472
A,,4,A4,whole,4.0,2,1329830709472
B,-1,4,B[-1]4,half,2.0,2,1329830709472
G,,4,G4,half,2.0,2,1329830709472
A,,4,A4,whole,4.0,2,1329830709472
Rest,,,Rest,half,2.0,2,1329830709472
F,,4,F4,half,2.0,2,1329830709472
C,,5,C5,whole,4.0,3,1329830709472
C,,5,C5,whole,4.0,3,1329830709472
C,,5,C5,whole,4.0,3,1329830709472
A,,4,A4,half,2.0,3,1329830709472
B,-1,4,B[-1]4,half,2.0,3,1329830709472
C,,5,C5,half,2.0,4,1329830709472
B,-1,4,B[-1]4,half,2.0,4,1329830709472
A,,4,A4,half,2.0,4,1329830709472
G,,4,G4,half,2.0,4,1329830709472
F,,4,F4,whole,4.0,4,1329830709472
Rest,,,Rest,half,2.0,4,1329830709472
F,,4,F4,half,2.0,4,1329830709472
F,,4,F4,whole,4.0,5,1329830709472
G,,4,G4,whole,4.0,5,1329830709472
A,,4,A4,whole,4.0,5,1329830709472
A,,4,A4,whole,4.0,5,1329830709472
F,,4,F4,whole,4.0,6,1329830709472
G,,4,G4,whole,4.0,6,1329830709472
A,,4,A4,whole,4.0,6,1329830709472
Rest,,,Rest,half,2.0,6,1329830709472
F,,4,F4,half,2.0,6,1329830709472
C,,5,C5,whole,4.0,7,1329830709472
C,,5,C5,whole,4.0,7,1329830709472
C,,5,C5,whole,4.0,7,1329830709472
A,,4,A4,whole,4.0,7,1329830709472
B,-1,4,B[-1]4,whole,4.0,8,1329830709472
G,,4,G4,whole,4.0,8,1329830709472
F,,4,F4,whole,6.0,8,1329830709472
Rest,,,Rest,half,2.0,8,1329830709472
